station_id,latitude,longitude,fast,slow,count
776,22.612196,113.861156,0,12,12
777,22.595637,114.114015,0,10,10
778,22.606366,114.117133,0,34,34
779,22.502636,113.896128,0,12,12
780,22.543973,114.05091,0,6,6
781,22.546579,114.231924,0,10,10
782,22.55545,114.11051,0,12,12
783,22.731123,114.038834,0,12,12
784,22.772703,113.857964,0,9,9
785,22.713825,114.252148,0,12,12
786,22.562021,114.142001,0,10,10
787,22.512993,113.930231,0,12,12
788,22.556261,114.036508,0,12,12
789,22.753096,114.276947,0,18,18
790,22.566438,114.173782,0,12,12
791,22.619699,114.156346,0,28,28
792,22.581017,113.971319,0,10,10
793,22.574419,114.116405,0,12,12
794,22.548341,114.012055,0,12,12
795,22.577021,113.925073,0,12,12
796,22.512933,113.930998,0,12,12
797,22.696234,114.143019,0,28,28
798,22.632514,114.031998,0,36,36
799,22.542457,114.04085,0,3,3
800,22.607652,114.063068,0,12,12
801,22.635972,114.028902,0,4,4
802,22.701179,114.220821,0,3,3
803,22.684215,114.26201,0,22,22
804,22.594572,114.124796,0,4,4
805,22.61084,113.857057,0,16,16
806,22.534794,114.029918,0,2,2
807,22.554058,114.035533,0,2,2
808,22.559228,113.878549,0,12,12
809,22.71482,113.828819,0,4,4
810,22.575867,114.086961,0,3,3
811,22.516533,114.053323,0,3,3
812,22.554668,114.043575,0,6,6
813,22.55878,113.972534,0,20,20
814,22.567454,113.886352,0,2,2
815,22.594547,113.911116,0,6,6
816,22.500517,113.941449,0,3,3
817,22.549992,114.1275,0,6,6
818,22.55928,114.120186,0,9,9
819,22.558061,114.11624,0,2,2
820,22.781237,113.889665,6,0,6
821,22.540195,114.092776,0,0,0
822,22.510984,113.932879,0,0,0
823,22.554526,113.995834,0,0,0
824,22.644839,114.182373,0,0,0
825,22.546174,114.082419,0,9,9
826,22.695413,114.224867,0,8,8
827,22.695699,114.387924,0,1,1
828,22.543062,113.952908,0,0,0
829,22.572866,113.913595,7,2,9
830,22.764638,114.301752,38,0,38
831,22.627436,114.035599,2,4,6
832,22.585807,113.85835,0,13,13
833,22.50086,113.888291,0,30,30
834,22.610245,114.121234,12,2,14
835,22.696603,113.999267,0,10,10
836,22.585276,113.868511,0,6,6
837,22.707336,114.102541,12,0,12
838,22.572331,113.913753,0,10,10
839,22.600407,113.835707,0,14,14
840,22.764638,114.301752,38,0,38
841,22.544466,113.935979,0,76,76
842,22.526032,113.919439,0,4,4
843,22.771198,113.829524,0,0,0
844,22.729042,114.268515,0,18,18
845,22.693449,113.788126,5,6,11
846,22.781304,113.864701,20,0,20
847,22.725119,114.236212,0,6,6
848,22.671338,114.058219,0,15,15
849,22.637485,113.839995,0,15,15
850,22.55507,113.876102,0,39,39
851,22.553083,114.228405,0,9,9
852,22.534831,113.952245,0,17,17
853,22.505599,114.061126,0,9,9
854,22.682075,114.262705,0,45,45
855,22.606709,113.841307,4,7,11
856,22.524964,113.920836,0,6,6
857,22.724006,113.892075,10,0,10
858,22.533622,113.940834,0,66,66
859,22.721584,114.230944,0,18,18
860,22.563358,114.060321,0,6,6
861,22.534182,113.946449,0,10,10
862,22.566642,113.855278,0,30,30
863,22.635491,114.004064,4,22,26
864,22.540473,113.939987,0,18,18
865,22.718709,114.237276,0,36,36
866,22.596409,114.478137,0,7,7
867,22.56086,113.941083,18,14,32
868,22.62328,114.42795,0,1,1
869,22.602124,113.847831,6,0,6
870,22.612233,113.856092,0,12,12
871,22.682783,113.831056,0,8,8
872,22.732245,113.816864,2,36,38
873,22.605939,114.158081,0,24,24
874,22.526563,113.941112,0,17,17
875,22.717609,113.899904,4,9,13
876,22.567994,114.062534,0,5,5
877,22.573024,113.924005,0,6,6
878,22.5875,113.886492,0,31,31
879,22.611936,113.855303,0,13,13
880,22.689934,114.325699,0,23,23
881,22.520186,114.053344,0,18,18
882,22.689256,114.068553,0,3,3
883,22.585192,113.863634,15,0,15
884,22.565126,114.069183,0,40,40
885,22.551029,114.026501,0,5,5
886,22.558244,113.974223,0,9,9
887,22.757591,113.918816,53,0,53
888,22.69148,114.068679,0,7,7
889,22.581101,114.119618,0,20,20
890,22.517507,114.05142,0,6,6
891,22.769367,113.876198,0,6,6
892,22.54308,114.135713,0,8,8
893,22.714486,114.240894,0,3,3
894,22.763476,113.824877,30,0,30
895,22.623946,114.128721,0,12,12
896,22.536434,114.102366,0,3,3
897,22.53531,113.983395,0,12,12
898,22.648621,114.117167,0,12,12
899,22.532607,114.085976,0,24,24
900,22.658614,114.207224,0,3,3
901,22.650269,114.114883,0,34,34
902,22.707894,114.051028,0,7,7
903,22.720146,114.304213,0,48,48
904,22.632498,114.01144,0,3,3
905,22.53786,114.127665,0,9,9
906,22.728625,114.249002,0,10,10
907,22.731066,114.231861,0,11,11
908,22.537417,114.001244,0,6,6
909,22.569406,113.959641,0,6,6
910,22.599074,114.314467,0,6,6
911,22.542135,114.02169,0,12,12
912,22.732951,113.829897,0,17,17
913,22.547337,114.128365,0,6,6
914,22.583731,113.876688,0,12,12
915,22.506186,113.917778,0,12,12
916,22.577473,114.126081,0,6,6
917,22.530288,114.046228,0,24,24
918,22.494167,113.931405,0,12,12
919,22.541298,114.131896,0,12,12
920,22.526772,114.03358,0,6,6
921,22.580323,113.957941,0,22,22
922,22.567075,114.041934,0,8,8
923,22.546067,114.104966,0,6,6
924,22.515714,113.917684,0,6,6
925,22.536059,113.996567,0,6,6
926,22.712304,114.021644,0,35,35
927,22.50714,114.058399,0,30,30
928,22.549756,114.122204,0,6,6
929,22.535108,114.012555,0,8,8
930,22.56622,114.044954,0,3,3
931,22.722649,114.225042,0,6,6
932,22.550857,113.900938,0,4,4
933,22.541043,114.122269,0,12,12
934,22.56483,114.058643,0,4,4
935,22.575448,113.864171,0,14,14
936,22.618235,114.14036,0,6,6
937,22.572305,113.958062,0,2,2
938,22.542674,114.108075,0,6,6
939,22.51783,114.061227,0,16,16
940,22.554933,114.031016,0,6,6
941,22.515938,113.923943,0,2,2
942,22.538141,113.984652,0,18,18
943,22.659094,114.075174,0,10,10
944,22.556572,113.985759,0,6,6
945,22.553755,113.878191,0,36,36
946,22.700087,114.138337,0,5,5
947,22.54725,114.016155,0,6,6
948,22.590705,113.991765,0,2,2
949,22.72115,114.230618,0,3,3
950,22.672775,114.048288,0,5,5
951,22.562698,114.17798,0,4,4
952,22.529337,113.926594,0,1,1
953,22.57092,113.855391,0,26,26
954,22.527224,114.071156,0,2,2
955,22.600709,114.305921,0,15,15
956,22.564159,114.015963,0,2,2
957,22.526382,113.918138,0,2,2
958,22.55933,113.955276,0,15,15
959,22.545902,114.046892,0,3,3
960,22.749667,114.21939,0,38,38
961,22.52366,114.070456,0,2,2
962,22.562918,113.891552,0,6,6
963,22.526399,113.965366,0,18,18
964,22.603132,113.852514,0,6,6
965,22.651583,114.188232,0,14,14
966,22.522678,113.919662,0,3,3
967,22.573103,113.906083,0,11,11
968,22.55822,113.889454,0,1,1
969,22.649522,114.210868,0,18,18
970,22.583217,113.883397,0,3,3
971,22.547524,114.044698,0,2,2
972,22.732235,114.244616,0,3,3
973,22.553528,114.237844,0,4,4
974,22.606186,114.156786,0,24,24
975,22.722642,114.217557,0,2,2
976,22.570021,114.061634,0,3,3
977,22.537004,113.99479,0,11,11
978,22.541663,114.013882,0,3,3
979,22.61162,114.068972,0,21,21
980,22.654276,114.082759,0,6,6
981,22.624386,114.103548,0,24,24
982,22.688085,114.069259,0,106,106
983,22.568423,114.093266,0,6,6
984,22.606214,113.841816,0,6,6
985,22.553619,114.029755,0,6,6
986,22.613987,113.864927,0,6,6
987,22.625045,114.101209,0,102,102
988,22.521541,114.039729,0,6,6
989,22.541958,113.990345,0,6,6
990,22.53963,114.112139,0,12,12
991,22.555374,114.120191,0,4,4
992,22.730438,114.296664,0,6,6
993,22.696008,114.124433,0,6,6
994,22.765474,113.923273,0,18,18
995,22.570004,114.045739,0,18,18
996,22.749335,114.277985,0,12,12
997,22.615196,113.859057,0,24,24
998,22.553756,114.152076,0,6,6
999,22.553153,113.94009,0,10,10
1000,22.548674,114.084059,0,10,10
1001,22.529224,113.914835,0,12,12
1002,22.55508,114.042651,0,12,12
1003,22.700939,114.233711,0,12,12
1004,22.545333,113.977615,0,18,18
1005,22.565063,113.867031,0,12,12
1006,22.730364,114.244475,0,3,3
1007,22.726903,113.84363,0,8,8
1008,22.711901,114.256974,0,12,12
1009,22.589366,113.992075,0,12,12
1010,22.53311,114.05407,0,8,8
1011,22.540382,114.129981,0,12,12
1012,22.70446,114.220433,0,6,6
1013,22.567154,114.076987,0,12,12
1014,22.581663,113.890974,0,12,12
1015,22.541007,114.137379,0,10,10
1016,22.635825,114.089966,0,12,12
1017,22.745204,114.04302,0,12,12
1018,22.476659,113.887819,0,14,14
1019,22.65176,114.065613,0,18,18
1020,22.722914,114.054777,0,10,10
1021,22.74508,114.041963,0,18,18
1022,22.607966,114.116112,0,9,9
1023,22.547644,114.01191,0,2,2
1024,22.51877,113.943587,0,5,5
1025,22.630591,114.086832,0,12,12
1026,22.536822,114.078254,0,3,3
1027,22.534152,113.978043,0,4,4
1028,22.528082,114.052162,0,13,13
1029,22.546775,114.047172,0,2,2
1030,22.531611,113.995997,0,6,6
1031,22.529467,114.02222,0,14,14
1032,22.644119,114.069044,0,10,10
1033,22.526685,114.051,0,6,6
1034,22.630556,114.036247,0,5,5
1035,22.576519,113.859834,0,12,12
1036,22.560629,114.175273,0,2,2
1037,22.533704,114.092513,0,3,3
1038,22.503192,113.940103,0,14,14
1039,22.547198,114.066948,0,8,8
1040,22.549568,114.042222,0,3,3
1041,22.592606,114.126261,0,4,4
1042,22.524411,114.054089,0,6,6
1043,22.56086,113.941083,18,12,30
1044,22.781156,113.86469,20,0,20
1045,22.558244,113.974223,0,0,0
1046,22.515714,113.917684,0,0,0
1047,22.649522,114.210868,0,0,0
1048,22.722914,114.054777,0,0,0
1049,22.476659,113.887819,0,0,0
1050,22.644119,114.069044,0,0,0
1051,22.630591,114.086832,0,0,0
1052,22.682783,113.831056,0,1,1
1053,22.561369,113.941856,18,14,32
1054,22.526563,113.941112,0,16,16
1055,22.744758,114.40559,4,0,4
1056,22.682783,113.831056,0,22,22
1057,22.682783,113.831056,0,0,0
1058,22.46557,113.883376,0,6,6
1059,22.646368,114.13591,7,0,7
1060,22.773105,113.814433,24,0,24
1061,22.641373,114.014713,0,12,12
1062,22.535761,114.057758,0,3,3
1063,22.577544,114.121201,87,0,87
1064,22.530817,113.912693,0,8,8
1065,22.534817,114.058419,0,6,6
1066,22.499241,113.93911,0,12,12
1067,22.629079,114.024916,0,6,6
1068,22.720749,114.268913,0,15,15
1069,22.610624,114.129753,0,6,6
1070,22.596059,114.053192,0,12,12
1071,22.543569,114.114493,0,32,32
1072,22.640442,114.009102,0,61,61
1073,22.534218,114.062451,0,28,28
1074,22.520275,113.929574,0,9,9
1075,22.583775,114.259875,2,0,2
1076,22.611685,113.854665,0,13,13
1077,22.511704,113.924145,0,32,32
1078,22.501351,113.939111,0,12,12
1079,22.582072,113.927825,0,11,11
1080,22.647403,114.20466,4,38,42
1081,22.53656,113.998139,0,3,3
1082,22.76682,114.305042,0,47,47
1083,22.623125,114.080907,6,0,6
1084,22.59265,114.000504,0,41,41
1085,22.523311,113.924111,0,18,18
1086,22.641907,113.834711,0,46,46
1087,22.526603,113.944227,0,12,12
1088,22.733921,113.816985,4,77,81
1089,22.721038,113.833747,0,10,10
1090,22.695302,114.056841,0,30,30
1091,22.612175,113.856007,0,13,13
1092,22.546191,113.947256,0,41,41
1093,22.690969,114.064348,0,3,3
1094,22.690363,114.0665,0,3,3
1095,22.597133,114.044574,0,5,5
1096,22.505615,114.059014,0,12,12
1097,22.722982,114.274132,0,16,16
1098,22.551725,114.097493,0,6,6
1099,22.728334,114.278025,0,6,6
1100,22.577798,114.127926,0,4,4
1101,22.594503,114.107556,0,6,6
1102,22.536688,114.115531,0,6,6
1103,22.524166,114.063747,0,12,12
1104,22.493366,113.931223,0,6,6
1105,22.599071,114.310679,0,6,6
1106,22.549722,113.888342,0,2,2
1107,22.603162,114.043763,0,12,12
1108,22.562451,114.137335,0,6,6
1109,22.54791,114.047092,0,6,6
1110,22.658889,114.019749,0,6,6
1111,22.613633,114.117329,0,24,24
1112,22.531456,113.911335,0,12,12
1113,22.737778,114.245841,0,6,6
1114,22.624973,114.130425,0,6,6
1115,22.737977,113.816457,0,10,10
1116,22.498206,113.895179,0,2,2
1117,22.514157,113.919848,0,4,4
1118,22.583215,114.122822,0,5,5
1119,22.58203,113.960152,0,3,3
1120,22.721936,114.234041,0,15,15
1121,22.58963,114.109765,0,4,4
1122,22.535984,114.087581,0,6,6
1123,22.605921,114.043558,0,6,6
1124,22.550273,114.127111,0,6,6
1125,22.738856,113.991112,0,2,2
1126,22.747566,113.806362,0,6,6
1127,22.720163,114.221052,0,3,3
1128,22.629543,114.021293,0,17,17
1129,22.703845,114.220384,0,10,10
1130,22.632913,114.026362,0,4,4
1131,22.645413,114.209028,0,6,6
1132,22.570501,114.036761,0,6,6
1133,22.531691,114.024208,0,8,8
1134,22.694073,114.042589,0,9,9
1135,22.578733,113.868922,0,4,4
1136,22.529977,114.021484,0,20,20
1137,22.532642,113.911597,0,3,3
1138,22.538244,113.919175,0,2,2
1139,22.581589,113.946877,0,4,4
1140,22.513089,113.928222,0,3,3
1141,22.548142,114.150944,0,2,2
1142,22.534075,114.019945,0,10,10
1143,22.525033,114.056,0,3,3
1144,22.591877,114.125263,0,2,2
1145,22.553471,113.973854,0,18,18
1146,22.711042,114.208544,0,12,12
1147,22.613197,114.072736,0,12,12
1148,22.729017,114.268374,0,15,15
1149,22.52257,114.053016,0,2,2
1150,22.609421,113.855772,0,34,34
1151,22.595913,114.303353,0,8,8
1152,22.523942,114.044504,0,2,2
1153,22.737384,114.250392,0,21,21
1154,22.546132,113.978132,0,15,15
1155,22.724369,114.233794,0,2,2
1156,22.557084,114.033635,0,3,3
1157,22.722642,114.217557,0,3,3
1158,22.51264,113.924036,0,19,19
1159,22.52246,113.950976,0,33,33
1160,22.494838,113.942028,0,6,6
1161,22.479237,113.932763,0,36,36
1162,22.708338,114.344313,0,3,3
1163,22.591236,114.257202,0,12,12
1164,22.612841,114.071079,0,17,17
1165,22.723698,114.256738,0,25,25
1166,22.53638,114.091014,0,3,3
1167,22.713534,114.243293,0,12,12
1168,22.55487,114.238067,0,24,24
1169,22.624271,114.067467,0,12,12
1170,22.718253,114.253704,0,13,13
1171,22.535182,113.987595,0,2,2
1172,22.601418,113.860658,0,26,26
1173,22.521438,114.064556,0,3,3
1174,22.657107,114.035692,0,8,8
1175,22.721148,114.231064,0,12,12
1176,22.62608,114.137048,0,10,10
1177,22.638566,114.032189,0,6,6
1178,22.549984,113.929134,0,3,3
1179,22.576463,113.892121,0,6,6
1180,22.627125,114.027743,0,30,30
1181,22.617098,114.139536,0,18,18
1182,22.684618,114.338572,0,36,36
1183,22.554965,113.873174,0,6,6
1184,22.534946,114.031302,0,6,6
1185,22.513684,113.920863,0,4,4
1186,22.587754,114.124021,0,6,6
1187,22.550343,114.121143,0,4,4
1188,22.651252,114.11246,0,6,6
1189,22.510273,114.05995,0,10,10
1190,22.566642,114.132647,0,4,4
1191,22.538149,114.125288,0,5,5
1192,22.535133,114.107729,0,5,5
1193,22.69996,114.316163,0,12,12
1194,22.625585,114.188201,0,16,16
1195,22.752012,113.8273,0,8,8
1196,22.722822,114.221625,0,6,6
1197,22.618818,113.868041,0,36,36
1198,22.675134,114.048141,0,12,12
1199,22.647552,114.185968,0,12,12
1200,22.634927,113.834988,0,18,18
1201,22.588823,114.251971,0,12,12
1202,22.54017,114.088638,0,6,6
1203,22.704461,114.372497,0,14,14
1204,22.723155,114.221192,0,4,4
1205,22.595404,114.112605,0,12,12
1206,22.547235,113.98761,0,12,12
1207,22.71066,114.256999,0,12,12
1208,22.559674,113.952006,0,12,12
1209,22.642531,114.019401,0,32,32
1210,22.721363,114.045968,0,10,10
1211,22.768149,113.950002,0,12,12
1212,22.720387,114.223935,0,7,7
1213,22.524753,114.066985,0,12,12
1214,22.772847,113.823095,0,12,12
1215,22.664938,114.021476,0,12,12
1216,22.582368,113.872897,0,10,10
1217,22.702422,114.251822,0,12,12
1218,22.528218,113.964945,0,18,18
1219,22.526955,113.951557,0,7,7
1220,22.518393,113.923038,0,4,4
1221,22.735808,114.026818,0,12,12
1222,22.735241,113.994911,0,12,12
1223,22.532492,114.026874,0,4,4
1224,22.523979,114.067134,0,4,4
1225,22.561607,113.980837,0,5,5
1226,22.623967,114.141152,0,12,12
1227,22.55229,114.130084,0,9,9
1228,22.504121,114.058674,0,2,2
1229,22.529828,114.024085,0,13,13
1230,22.515192,114.061731,0,2,2
1231,22.527438,113.923885,0,4,4
1232,22.533842,114.058097,0,3,3
1233,22.766131,113.853058,0,12,12
1234,22.529755,114.023596,0,6,6
1235,22.514032,114.056014,0,3,3
1236,22.644377,114.180101,0,4,4
1237,22.614995,114.069997,0,1,1
1238,22.77499,113.813599,0,6,6
1239,22.611368,114.059344,0,0,0
1240,22.569027,113.952747,0,2,2
1241,22.607674,114.146835,0,6,6
1242,22.645413,114.209028,0,0,0
1243,22.613197,114.072736,0,0,0
1244,22.772847,113.823095,0,0,0
1245,22.542639,114.122837,0,60,60
1246,22.627558,114.031098,2,10,12
1247,22.730455,113.892555,24,0,24
1248,22.583094,113.862667,0,8,8
1249,22.567589,113.866441,0,41,41
1250,22.563381,113.895929,12,0,12
1251,22.665218,114.294651,5,0,5
1252,22.695126,113.97071,0,9,9
1253,22.7259,113.785002,0,22,22
1254,22.665233,114.294972,7,0,7
1255,22.572367,113.86248,0,13,13
1256,22.584374,113.91395,30,0,30
1257,22.58015,113.88261,40,0,40
1258,22.672488,113.827284,6,9,15
1259,22.76682,114.305042,0,48,48
1260,22.571329,114.081942,0,0,0
1261,22.700743,114.040714,0,0,0
1262,22.571329,114.081942,24,484,508
1263,22.700743,114.040714,0,171,171
1264,22.596108,113.837475,6,2,8
1265,22.58233,113.87297,0,7,7
1266,22.707962,114.050993,0,6,6
1267,22.768992,113.904372,32,0,32
1268,22.720581,113.830914,5,5,10
1269,22.664709,114.060621,16,0,16
1270,22.728282,113.82838,0,12,12
1271,22.773105,113.814433,38,0,38
1272,22.667844,114.028159,40,0,40
1273,22.531951,113.91798,0,12,12
1274,22.535743,114.056493,0,26,26
1275,22.530724,113.946999,0,10,10
1276,22.70772,113.81544,78,0,78
1277,22.669546,114.22421,0,10,10
1278,22.563818,113.872893,0,18,18
1279,22.709425,114.345528,0,35,35
1280,22.587332,113.965995,0,23,23
1281,22.589161,113.894683,0,9,9
1282,22.537611,114.026597,0,18,18
1283,22.71103,114.352429,38,0,38
1284,22.712667,114.248656,44,0,44
1285,22.720385,114.268467,0,33,33
1286,22.533349,114.03006,0,12,12
1287,22.530696,114.032022,0,18,18
1288,22.546939,114.059874,0,23,23
1289,22.707919,114.100896,0,1,1
1290,22.611119,113.855179,0,13,13
1291,22.554594,113.920728,0,35,35
1292,22.681539,114.135157,4,55,59
1293,22.602568,113.846998,0,9,9
1294,22.668147,113.813758,0,10,10
1295,22.536144,113.953061,0,14,14
1296,22.639484,114.407893,0,111,111
1297,22.616327,114.073839,0,12,12
1298,22.57424,113.84918,0,10,10
1299,22.542691,114.06504,0,7,7
1300,22.541942,114.1484,0,6,6
1301,22.505508,113.92893,0,16,16
1302,22.720042,114.236146,0,6,6
1303,22.567775,114.101647,0,4,4
1304,22.601194,114.307942,0,6,6
1305,22.540539,114.108547,0,6,6
1306,22.742955,114.238233,0,24,24
1307,22.722374,114.270027,0,3,3
1308,22.567143,114.060394,0,4,4
1309,22.58871,113.965933,0,12,12
1310,22.545241,114.105277,0,6,6
1311,22.573683,113.917463,0,6,6
1312,22.681133,114.327669,0,48,48
1313,22.554161,114.105736,0,8,8
1314,22.60667,114.370015,0,11,11
1315,22.591227,114.111163,0,6,6
1316,22.551326,114.093001,0,6,6
1317,22.551826,114.02327,0,25,25
1318,22.540639,113.939946,0,12,12
1319,22.721584,114.30272,0,72,72
1320,22.689785,113.802875,0,12,12
1321,22.567009,114.044307,0,6,6
1322,22.518234,113.9135,0,7,7
1323,22.54934,113.972743,0,18,18
1324,22.550506,114.148179,0,4,4
1325,22.514319,113.910139,0,12,12
1326,22.541131,113.949093,0,18,18
1327,22.550237,114.125015,0,6,6
1328,22.546952,113.956657,0,6,6
1329,22.517326,113.918524,0,6,6
1330,22.65901,114.034562,0,6,6
1331,22.631418,114.062839,0,6,6
1332,22.636336,114.226114,0,6,6
1333,22.54549,113.929001,0,6,6
1334,22.532804,114.086178,0,4,4
1335,22.765746,113.88807,0,12,12
1336,22.541915,114.048537,0,11,11
1337,22.697634,114.129661,0,10,10
1338,22.527085,114.044711,0,2,2
1339,22.598809,114.128861,0,15,15
1340,22.558398,114.103192,0,6,6
1341,22.515114,113.915048,0,9,9
1342,22.572312,114.067697,0,3,3
1343,22.564367,114.101861,0,9,9
1344,22.530345,114.023725,0,24,24
1345,22.725342,114.23415,0,2,2
1346,22.642507,114.195989,0,20,20
1347,22.509271,114.054217,0,3,3
1348,22.526718,114.057327,0,3,3
1349,22.677294,114.228889,0,13,13
1350,22.542538,114.15406,0,4,4
1351,22.722061,114.234642,0,5,5
1352,22.6314,114.022126,0,6,6
1353,22.573115,114.126998,0,12,12
1354,22.527513,113.921713,0,1,1
1355,22.734261,114.234052,0,30,30
1356,22.723968,114.237461,0,7,7
1357,22.569655,113.960901,0,2,2
1358,22.51861,114.059622,0,11,11
1359,22.563311,113.891401,0,6,6
1360,22.563993,114.139728,0,5,5
1361,22.659121,114.037064,0,3,3
1362,22.567721,113.85752,0,3,3
1363,22.548838,113.976176,0,19,19
1364,22.61815,114.071013,0,28,28
1365,22.593046,114.127911,0,3,3
1366,22.626858,113.938413,0,5,5
1367,22.557666,114.22728,0,3,3
1368,22.703166,114.36632,0,43,43
1369,22.525856,114.040114,0,1,1
1370,22.538933,114.066654,0,3,3
1371,22.68336,114.261518,0,18,18
1372,22.732434,113.814009,0,12,12
1373,22.56248,114.016557,0,8,8
1374,22.625511,114.140877,0,25,25
1375,22.653237,114.021369,0,5,5
1376,22.551414,114.23509,0,6,6
1377,22.633042,114.080989,0,6,6
1378,22.549683,114.109398,0,6,6
1379,22.617325,114.07417,0,58,58
1380,22.632167,114.03111,0,10,10
1381,22.614035,114.125901,0,12,12
1382,22.532962,113.917544,0,15,15
1383,22.506347,114.04727,0,4,4
1384,22.548148,114.119307,0,6,6
1385,22.635268,114.021862,0,45,45
1386,22.541484,113.944887,0,6,6
1387,22.540577,114.107969,0,2,2
1388,22.510387,113.904779,0,24,24
1389,22.585026,114.119249,0,12,12
1390,22.569354,114.055945,0,10,10
1391,22.732842,113.991746,0,6,6
1392,22.610124,114.041581,0,6,6
1393,22.518818,114.049625,0,1,1
1394,22.750858,114.279129,0,12,12
1395,22.55723,113.876173,0,18,18
1396,22.766258,113.883162,0,12,12
1397,22.540041,114.126695,0,12,12
1398,22.543637,114.066576,0,30,30
1399,22.493997,113.920825,0,6,6
1400,22.695284,114.140841,0,12,12
1401,22.613352,113.858483,0,6,6
1402,22.571428,114.046272,0,6,6
1403,22.776858,113.910772,0,4,4
1404,22.593903,114.110969,0,10,10
1405,22.546191,114.045764,0,2,2
1406,22.709987,114.243036,0,30,30
1407,22.578202,113.893979,0,12,12
1408,22.649372,114.020444,0,10,10
1409,22.498369,113.892007,0,16,16
1410,22.522972,114.06583,0,12,12
1411,22.5945,114.113153,0,12,12
1412,22.541107,114.018025,0,16,16
1413,22.573943,113.877687,0,12,12
1414,22.526755,114.052991,0,12,12
1415,22.582289,113.889006,0,12,12
1416,22.619325,114.156293,0,12,12
1417,22.709621,114.239578,0,12,12
1418,22.533784,113.922847,0,3,3
1419,22.627845,114.419455,0,12,12
1420,22.550654,114.230023,0,12,12
1421,22.565137,114.181964,0,18,18
1422,22.739608,113.992113,0,12,12
1423,22.532151,114.064015,0,10,10
1424,22.722749,114.23616,0,1,1
1425,22.524048,113.915393,0,1,1
1426,22.518753,114.03502,0,1,1
1427,22.519846,113.92279,0,2,2
1428,22.531661,114.033277,0,3,3
1429,22.514224,114.062703,0,4,4
1430,22.508878,114.057356,0,2,2
1431,22.643895,114.178635,0,6,6
1432,22.512717,113.931863,0,6,6
1433,22.709421,114.242872,0,3,3
1434,22.700405,114.231005,0,5,5
1435,22.659176,114.040146,0,8,8
1436,22.51103,114.061647,0,18,18
1437,22.720287,114.233132,0,12,12
1438,22.59271,114.123481,0,1,1
1439,22.646553,114.178269,0,18,18
1440,22.569782,114.056773,0,10,10
1441,22.564041,114.059951,0,6,6
1442,22.534251,114.057063,0,4,4
1443,22.692928,114.227573,0,6,6
1444,22.560364,113.934828,0,3,3
1445,22.634511,114.078839,0,6,6
1446,22.560468,113.877582,0,12,12
1447,22.540945,113.95232,0,2,2
1448,22.515924,114.074193,0,6,6
1449,22.597976,114.127726,0,12,12
1450,22.534342,114.115226,0,8,8
1451,22.703162,114.227929,0,12,12
1452,22.58871,113.965933,0,0,0
1453,22.54549,113.929001,0,0,0
1454,22.642507,114.195989,0,0,0
1455,22.573943,113.877687,0,0,0
1456,22.5945,114.113153,0,0,0
1457,22.596108,113.837475,0,0,0
1458,22.669049,114.038511,0,9,9
1459,22.673562,113.806076,0,22,22
1460,22.570953,113.859444,0,18,18
1461,22.562183,114.103032,0,10,10
1462,22.714121,113.784724,0,20,20
1463,22.582831,113.858895,0,36,36
1464,22.747521,114.021307,0,10,10
1465,22.484426,113.89343,0,22,22
1466,22.69064,113.993783,2,16,18
1467,22.57424,113.84918,0,38,38
1468,22.707919,114.100896,0,1,1
1469,22.606571,113.936386,24,8,32
1470,22.563403,113.896238,4,22,26
1471,22.707919,114.100896,0,0,0
1472,22.541207,113.968027,0,6,6
1473,22.723239,114.045873,0,12,12
1474,22.502405,114.058368,4,0,4
1475,22.637597,113.842287,0,18,18
1476,22.584301,114.259926,0,12,12
1477,22.648509,114.188444,0,6,6
1478,22.605313,114.035096,34,0,34
1479,22.536856,114.119823,0,1,1
1480,22.734406,113.888679,0,9,9
1481,22.602618,114.149414,6,0,6
1482,22.497826,113.892681,0,20,20
1483,22.533926,114.493513,0,10,10
1484,22.710536,114.208851,0,18,18
1485,22.526115,113.930444,0,6,6
1486,22.544466,113.935979,0,76,76
1487,22.713154,114.026166,58,0,58
1488,22.572635,113.848326,0,42,42
1489,22.636284,114.185368,3,32,35
1490,22.542201,113.932805,0,41,41
1491,22.682527,113.831075,0,29,29
1492,22.505326,113.92807,0,18,18
1493,22.616438,114.106996,0,17,17
1494,22.514911,113.925543,8,65,73
1495,22.720036,114.237543,0,6,6
1496,22.662953,113.892261,68,0,68
1497,22.545938,113.935285,0,23,23
1498,22.53707,113.953522,0,71,71
1499,22.538803,114.019816,9,0,9
1500,22.605773,113.838491,0,98,98
1501,22.670646,114.051511,8,0,8
1502,22.723239,114.045873,15,0,15
1503,22.716504,114.257083,0,9,9
1504,22.611978,113.855971,0,13,13
1505,22.72878,114.25332,0,10,10
1506,22.681845,114.121224,0,11,11
1507,22.7172,114.240013,0,6,6
1508,22.575293,113.893699,0,13,13
1509,22.603742,114.146513,9,0,9
1510,22.547822,114.110088,0,1,1
1511,22.569144,114.05504,0,18,18
1512,22.663549,113.929314,6,0,6
1513,22.480345,113.915928,0,6,6
1514,22.75975,114.270844,66,0,66
1515,22.545405,113.935049,0,10,10
1516,22.519079,114.033683,0,9,9
1517,22.664085,113.999412,0,3,3
1518,22.55538,114.14202,0,6,6
1519,22.648233,114.022973,0,6,6
1520,22.552862,114.105538,0,5,5
1521,22.766855,113.903382,0,30,30
1522,22.762841,114.278477,0,26,26
